id;"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
86;86;101;101;UP-005;UP-005;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A1;A1;HRR;HRR;;;2R-R;2R-R;56,89;56,89;57,21;57,21;Nee;Nee;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;7-12-2018;7-12-2018;"Vanaf 6-12";"Vanaf 6-12";UP-005;UP-005;;;RA-005;RA-005;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";7-12-2018;7-12-2018;ZOAB;ZOAB;;;"Dunne inlage";"Dunne inlage";;;;;;;;;;;;;;;;;;
87;87;102;102;UP-006;UP-006;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A1;A1;HRR;HRR;;;2R-R;2R-R;76,19;76,19;76,7;76,7;Nee;Nee;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;7-12-2018;7-12-2018;;;UP-006;UP-006;;;RA-006;RA-006;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";7-12-2018;7-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
88;88;103;103;UP-006;UP-006;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A1;A1;HRR;HRR;;;2R-R;2R-R;77;77;77,08;77,08;Nee;Nee;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;7-12-2018;7-12-2018;;;UP-006;UP-006;;;RA-006;RA-006;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";7-12-2018;7-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
89;89;104;104;UP-006;UP-006;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A1;A1;HRR;HRR;;;2R-R;2R-R;77,9;77,9;78,4;78,4;Nee;Nee;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;6-12-2018;6-12-2018;;;UP-006;UP-006;;;RA-006;RA-006;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";6-12-2018;6-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
90;90;105;105;UP-006;UP-006;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A1;A1;HRR;HRR;;;2R-R;2R-R;78,99;78,99;79,07;79,07;Nee;Nee;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;6-12-2018;6-12-2018;;;UP-006;UP-006;;;RA-006;RA-006;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";6-12-2018;6-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
91;91;106;106;UP-006;UP-006;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A1;A1;HRR;HRR;;;"1R-R; 2R-R";"1R-R; 2R-R";78,095;78,095;78,105;78,105;Nee;Nee;Nee;Nee;;;;;3;3;GMS;GMS;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;6-12-2018;6-12-2018;;;UP-006;UP-006;;;RA-006;RA-006;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";6-12-2018;6-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
92;92;107;107;UP-012;UP-012;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;"2R-L; 1W-L";"2R-L; 1W-L";236,6;236,6;236,19;236,19;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-10-2018;30-10-2018;"Vanaf 29-10";"Vanaf 29-10";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";30-10-2018;30-10-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
93;93;108;108;UP-012;UP-012;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;230,38;230,38;230,35;230,35;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-11-2018;20-11-2018;"Vanaf 19-11";"Vanaf 19-11";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 2, maatregel 3";"Locatie 2, maatregel 3";20-11-2018;20-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
94;94;109;109;UP-012;UP-012;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;230,05;230,05;230;230;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-11-2018;20-11-2018;"Vanaf 19-11";"Vanaf 19-11";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 2, maatregel 3";"Locatie 2, maatregel 3";20-11-2018;20-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
95;95;110;110;UP-012;UP-012;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRL;HRL;;;1U-L;1U-L;229,74;229,74;229,6;229,6;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-11-2018;20-11-2018;"Vanaf 19-11";"Vanaf 19-11";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 2, maatregel 3";"Locatie 2, maatregel 3";20-11-2018;20-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
96;96;111;111;UP-012;UP-012;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRL;HRL;;;2R-L;2R-L;229,6;229,6;229,26;229,26;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-11-2018;20-11-2018;"Vanaf 19-11";"Vanaf 19-11";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 2, maatregel 3";"Locatie 2, maatregel 3";20-11-2018;20-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
97;97;112;112;UP-012;UP-012;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;229,02;229,02;228,71;228,71;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-11-2018;20-11-2018;"Vanaf 19-11";"Vanaf 19-11";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 2, maatregel 3";"Locatie 2, maatregel 3";20-11-2018;20-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
98;98;113;113;UP-012;UP-012;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRL;HRL;;;1W-L;1W-L;228,71;228,71;228,1;228,1;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-11-2018;20-11-2018;"Vanaf 19-11";"Vanaf 19-11";UP-012;UP-012;;;RA-012;RA-012;;;;;"Locatie 2, maatregel 3";"Locatie 2, maatregel 3";20-11-2018;20-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
99;99;114;114;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;2R-L;2R-L;225,56;225,56;225,26;225,26;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;23-11-2018;23-11-2018;"Vanaf 22-11";"Vanaf 22-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";23-11-2018;23-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
100;100;115;115;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;224,65;224,65;224,55;224,55;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;23-11-2018;23-11-2018;"Vanaf 22-11";"Vanaf 22-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";23-11-2018;23-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
101;101;116;116;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;2R-L;2R-L;223,8;223,8;223,18;223,18;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;23-11-2018;23-11-2018;"Vanaf 22-11";"Vanaf 22-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";23-11-2018;23-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
102;102;117;117;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;2R-L;2R-L;222,95;222,95;222,6;222,6;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;23-11-2018;23-11-2018;"Vanaf 22-11";"Vanaf 22-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";23-11-2018;23-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
103;103;118;118;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;217,4;217,4;217,1;217,1;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;19-10-2018;19-10-2018;;;UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";19-10-2018;19-10-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
104;104;119;119;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1U-L;1U-L;216,3;216,3;216,24;216,24;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;21-11-2018;21-11-2018;"Ook al op 2-11";"Ook al op 2-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";21-11-2018;21-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
105;105;120;120;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1I-L;1I-L;215,975;215,975;215,9;215,9;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;21-11-2018;21-11-2018;"Ook al op 2-11";"Ook al op 2-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";21-11-2018;21-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
106;106;121;121;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;215,5;215,5;214,7;214,7;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;21-11-2018;21-11-2018;"Ook al op 2-11";"Ook al op 2-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";21-11-2018;21-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
107;107;122;122;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;214;214;213,8;213,8;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;21-11-2018;21-11-2018;"Ook al op 2-11";"Ook al op 2-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";21-11-2018;21-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
108;108;123;123;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;213,5;213,5;212,9;212,9;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;21-11-2018;21-11-2018;"Ook al op 2-11";"Ook al op 2-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 3, maatregel 2";"Locatie 3, maatregel 2";21-11-2018;21-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
109;109;124;124;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1U-L;1U-L;211,94;211,94;211,58;211,58;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;21-11-2018;21-11-2018;;;UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 4, maatregel 2";"Locatie 4, maatregel 2";21-11-2018;21-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
110;110;125;125;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;2R-L;2R-L;210,69;210,69;209,8;209,8;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;15-11-2018;15-11-2018;"Vanaf 14-11";"Vanaf 14-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 5, maatregel 3";"Locatie 5, maatregel 3";15-11-2018;15-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
111;111;126;126;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;209,86;209,86;208,94;208,94;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;15-11-2018;15-11-2018;"Vanaf 14-11";"Vanaf 14-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 5, maatregel 3";"Locatie 5, maatregel 3";15-11-2018;15-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
112;112;127;127;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;204,77;204,77;203,57;203,57;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;29-11-2018;29-11-2018;"Vanaf 28-11";"Vanaf 28-11";UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 6, maatregel 3";"Locatie 6, maatregel 3";29-11-2018;29-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
113;113;128;128;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;227,77;227,77;204,5;204,5;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;19-10-2018;19-10-2018;;;UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 7, maatregel 1";"Locatie 7, maatregel 1";19-10-2018;19-10-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
114;114;129;129;UP-013;UP-013;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRL;HRL;;;1R-L;1R-L;204,4;204,4;204,33;204,33;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;19-10-2018;19-10-2018;;;UP-013;UP-013;;;RA-013;RA-013;;;;;"Locatie 7, maatregel 1";"Locatie 7, maatregel 1";19-10-2018;19-10-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
115;115;130;130;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;211,8;211,8;212,1;212,1;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
116;116;131;131;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1I-R;1I-R;211,9;211,9;212;212;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
117;117;132;132;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;208,84;208,84;208;208;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
118;118;133;133;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;207,705;207,705;207,75;207,75;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
119;119;134;134;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;207,62;207,62;207,65;207,65;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
120;120;135;135;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;207,5;207,5;207,6;207,6;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
121;121;136;136;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;"2R-R; 1I-R";"2R-R; 1I-R";206,76;206,76;207,2;207,2;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
122;122;137;137;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;"2R-R; 1W-R";"2R-R; 1W-R";205,4;205,4;205,75;205,75;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
123;123;138;138;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1V-R;1V-R;204,8;204,8;204,9;204,9;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
124;124;139;139;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;"1R-R; 2R-R";"1R-R; 2R-R";204,49;204,49;204,75;204,75;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
